Key,bmi,gender,is_training,name
78,39.9342838049,Male,1,img_78.bmp
79,32.8870572511,Male,1,img_79.bmp
81,26.936065939,Female,1,img_81.bmp
82,46.25,Male,1,img_82.bmp
83,29.2105263158,Male,1,img_83.bmp
85,30.8511918022,Female,1,img_85.bmp
87,38.0082179931,Female,1,img_87.bmp
88,53.6907359651,Male,1,img_88.bmp
89,34.1668319778,Male,1,img_89.bmp
90,49.7411555556,Male,1,img_90.bmp
91,40.3678222222,Male,1,img_91.bmp
94,37.2438964844,Female,1,img_94.bmp
95,32.6098632812,Female,1,img_95.bmp
99,25.1021622694,Male,1,img_99.bmp
101,24.4097222222,Male,1,img_101.bmp
104,42.2408267906,Male,1,img_104.bmp
105,30.7513219035,Male,1,img_105.bmp
106,29.8341049383,Male,1,img_106.bmp
108,35.15,Female,1,img_108.bmp
110,37.5521193772,Male,1,img_110.bmp
111,28.4301470588,Male,1,img_111.bmp
115,25.5592105263,Male,1,img_115.bmp
117,28.2432432432,Male,1,img_117.bmp
119,27.4609375,Female,1,img_119.bmp
120,35.8009259259,Male,1,img_120.bmp
121,23.8672839506,Male,1,img_121.bmp
122,38.0082179931,Female,1,img_122.bmp
124,38.0082179931,Female,1,img_124.bmp
125,29.7984429066,Female,1,img_125.bmp
126,36.6059171598,Female,1,img_126.bmp
127,29.6175147929,Female,1,img_127.bmp
128,43.2315016862,Male,1,img_128.bmp
129,32.074985122,Male,1,img_129.bmp
130,38.312283737,Female,1,img_130.bmp
131,26.9098183391,Female,1,img_131.bmp
132,36.9587881488,Female,1,img_132.bmp
138,54.0287369125,Female,1,img_138.bmp
139,46.5116952551,Female,1,img_139.bmp
140,34.9675605536,Male,1,img_140.bmp
143,24.3252595156,Female,1,img_143.bmp
145,26.936065939,Female,1,img_145.bmp
147,23.7455432539,Male,1,img_147.bmp
149,31.8682484568,Male,1,img_149.bmp
150,29.5628858025,Male,1,img_150.bmp
151,27.1219135802,Male,1,img_151.bmp
152,38.2434362529,Male,1,img_152.bmp
154,59.4894222222,Male,1,img_154.bmp
156,37.7587890625,Female,1,img_156.bmp
158,28.6456626759,Male,1,img_158.bmp
160,25.8218549128,Male,1,img_160.bmp
162,34.4043268221,Male,1,img_162.bmp
163,28.0550304558,Male,1,img_163.bmp
165,25.6756756757,Male,1,img_165.bmp
167,25.8455882353,Male,1,img_167.bmp
168,36.1263888889,Male,1,img_168.bmp
169,30.2680555556,Male,1,img_169.bmp
170,26.5784499055,Male,1,img_170.bmp
171,25.1018693552,Male,1,img_171.bmp
175,28.7448888889,Male,1,img_175.bmp
177,21.6211555556,Male,1,img_177.bmp
178,38.2434362529,Male,1,img_178.bmp
182,31.4209816158,Male,1,img_182.bmp
183,24.306797099,Male,1,img_183.bmp
184,29.5316110061,Male,1,img_184.bmp
185,26.5784499055,Male,1,img_185.bmp
187,24.4048799841,Male,1,img_187.bmp
188,26.6228558699,Male,1,img_188.bmp
189,24.273780352,Male,1,img_189.bmp
190,31.8941398866,Male,1,img_190.bmp
191,24.6588951901,Male,1,img_191.bmp
193,25.1021622694,Male,1,img_193.bmp
194,29.8341049383,Male,1,img_194.bmp
195,23.4604552469,Male,1,img_195.bmp
197,24.6293252595,Male,1,img_197.bmp
199,23.6252888049,Male,1,img_199.bmp
201,26.1677631579,Male,1,img_201.bmp
202,23.6724489796,Male,1,img_202.bmp
204,24.3252595156,Male,1,img_204.bmp
205,23.1089965398,Male,1,img_205.bmp
206,24.0211937716,Male,1,img_206.bmp
207,22.6528979239,Male,1,img_207.bmp
209,31.0081915564,Male,1,img_209.bmp
210,23.7455432539,Male,1,img_210.bmp
211,22.4263464065,Male,1,img_211.bmp
212,30.1285714286,Male,1,img_212.bmp
213,25.8244897959,Male,1,img_213.bmp
214,28.1260813149,Male,1,img_214.bmp
216,26.1114285714,Male,1,img_216.bmp
217,21.5204081633,Male,1,img_217.bmp
220,35.8673469388,Male,1,img_220.bmp
221,31.2763265306,Male,1,img_221.bmp
222,28.2426538108,Female,1,img_222.bmp
223,23.4010560147,Female,1,img_223.bmp
224,32.979921186,Male,1,img_224.bmp
225,24.4051416776,Male,1,img_225.bmp
226,34.6621621622,Male,1,img_226.bmp
227,23.75,Male,1,img_227.bmp
228,35.2584876543,Male,1,img_228.bmp
229,27.1219135802,Male,1,img_229.bmp
230,27.8912914104,Male,1,img_230.bmp
231,24.4048799841,Male,1,img_231.bmp
232,36.2586788336,Male,1,img_232.bmp
233,24.4048799841,Male,1,img_233.bmp
234,47.2014285714,Female,1,img_234.bmp
235,25.8244897959,Female,1,img_235.bmp
236,33.4955632716,Female,1,img_236.bmp
237,24.4097222222,Female,1,img_237.bmp
240,36.1762234825,Male,1,img_240.bmp
241,28.7933207309,Male,1,img_241.bmp
246,32.8870572511,Female,1,img_246.bmp
248,31.1902006173,Male,1,img_248.bmp
252,43.3950617284,Male,1,img_252.bmp
253,34.9872685185,Male,1,img_253.bmp
254,44.7511574074,Male,1,img_254.bmp
257,35.6620707596,Male,1,img_257.bmp
262,35.7277249135,Male,1,img_262.bmp
263,27.9740484429,Male,1,img_263.bmp
264,35.2584876543,Female,1,img_264.bmp
265,24.4097222222,Female,1,img_265.bmp
266,26.3096458008,Female,1,img_266.bmp
267,19.5756293161,Female,1,img_267.bmp
268,35.4369387755,Male,1,img_268.bmp
269,24.3897959184,Male,1,img_269.bmp
271,26.5684051398,Female,1,img_271.bmp
272,37.597110152,Male,1,img_272.bmp
273,26.5158566335,Male,1,img_273.bmp
275,30.2545415225,Male,1,img_275.bmp
276,34.3688888889,Male,1,img_276.bmp
277,30.9944888889,Male,1,img_277.bmp
279,30.4734471758,Male,1,img_279.bmp
281,36.9375117283,Male,1,img_281.bmp
283,32.953125,Female,1,img_283.bmp
285,26.1200975793,Male,1,img_285.bmp
287,17.7189666037,Female,1,img_287.bmp
288,27.5624860771,Male,1,img_288.bmp
290,35.6186666667,Male,1,img_290.bmp
293,27.7518349534,Female,1,img_293.bmp
294,32.0038580247,Male,1,img_294.bmp
296,40.7730263158,Male,1,img_296.bmp
297,37.0,Male,1,img_297.bmp
298,40.0540540541,Male,1,img_298.bmp
299,25.4189189189,Male,1,img_299.bmp
302,37.072265625,Female,1,img_302.bmp
305,35.4863951961,Male,1,img_305.bmp
306,33.9023919753,Male,1,img_306.bmp
307,28.4780092593,Male,1,img_307.bmp
308,37.9928692062,Male,1,img_308.bmp
311,38.6169433594,Female,1,img_311.bmp
312,27.3167401806,Male,1,img_312.bmp
313,24.5112371351,Male,1,img_313.bmp
314,38.6169433594,Female,1,img_314.bmp
316,44.6756756757,Male,1,img_316.bmp
317,26.7027027027,Male,1,img_317.bmp
320,32.7722674073,Male,1,img_320.bmp
322,40.8243243243,Male,1,img_322.bmp
325,23.2946745562,Female,1,img_325.bmp
326,43.7422222222,Male,1,img_326.bmp
328,36.8716326531,Male,1,img_328.bmp
329,26.6853061224,Male,1,img_329.bmp
330,43.8917793965,Female,1,img_330.bmp
331,31.8215400624,Female,1,img_331.bmp
332,30.4065743945,Male,1,img_332.bmp
333,26.6057525952,Male,1,img_333.bmp
335,23.8774629386,Male,1,img_335.bmp
336,42.0823794333,Male,1,img_336.bmp
337,26.9116156877,Male,1,img_337.bmp
339,20.1733241506,Female,1,img_339.bmp
340,32.979921186,Male,1,img_340.bmp
341,25.7243385251,Male,1,img_341.bmp
343,23.7139483893,Male,1,img_343.bmp
345,25.1018693552,Male,1,img_345.bmp
350,43.8494096681,Female,1,img_350.bmp
351,28.1889062152,Female,1,img_351.bmp
352,30.1285714286,Male,1,img_352.bmp
354,37.5852082869,Male,1,img_354.bmp
356,42.4924444444,Male,1,img_356.bmp
360,33.1052631579,Male,1,img_360.bmp
361,25.4375,Male,1,img_361.bmp
362,49.1701323251,Male,1,img_362.bmp
364,42.564453125,Female,1,img_364.bmp
365,35.0126953125,Female,1,img_365.bmp
366,37.1957671958,Female,1,img_366.bmp
370,46.1168,Male,1,img_370.bmp
372,37.6532434041,Male,1,img_372.bmp
373,35.5613965483,Male,1,img_373.bmp
374,41.1757142857,Male,1,img_374.bmp
375,33.2848979592,Male,1,img_375.bmp
378,38.4053069719,Female,1,img_378.bmp
380,45.1891891892,Male,1,img_380.bmp
382,52.7554065744,Female,1,img_382.bmp
385,22.8488284203,Male,1,img_385.bmp
386,39.3267746914,Male,1,img_386.bmp
388,29.598351526,Male,1,img_388.bmp
389,25.9964357318,Male,1,img_389.bmp
390,45.8360339506,Male,1,img_390.bmp
392,30.6634527089,Female,1,img_392.bmp
398,39.5759054232,Male,1,img_398.bmp
400,43.8494096681,Female,1,img_400.bmp
401,39.9342838049,Female,1,img_401.bmp
402,38.0193877551,Male,1,img_402.bmp
403,25.8244897959,Male,1,img_403.bmp
406,28.7933207309,Male,1,img_406.bmp
408,44.6976643599,Male,1,img_408.bmp
411,36.3914473684,Male,1,img_411.bmp
412,24.6891259105,Female,1,img_412.bmp
413,21.0314776275,Female,1,img_413.bmp
414,55.9079973268,Female,1,img_414.bmp
415,32.4172421475,Female,1,img_415.bmp
416,44.3320408163,Male,1,img_416.bmp
417,36.4412244898,Male,1,img_417.bmp
419,40.873914012,Female,1,img_419.bmp
421,24.4048799841,Male,1,img_421.bmp
422,37.9304199219,Female,1,img_422.bmp
423,19.9091796875,Female,1,img_423.bmp
425,27.9934210526,Male,1,img_425.bmp
428,33.961352657,Male,1,img_428.bmp
429,26.5784499055,Male,1,img_429.bmp
430,29.2611862643,Female,1,img_430.bmp
431,25.237773153,Female,1,img_431.bmp
432,44.7040863177,Female,1,img_432.bmp
433,37.6030762167,Female,1,img_433.bmp
434,61.7023533951,Male,1,img_434.bmp
435,35.665316358,Male,1,img_435.bmp
438,31.0011259148,Male,1,img_438.bmp
439,27.835053481,Male,1,img_439.bmp
440,54.8714416896,Female,1,img_440.bmp
441,32.277318641,Female,1,img_441.bmp
443,20.9802571166,Female,1,img_443.bmp
444,50.1708477509,Female,1,img_444.bmp
445,25.8455882353,Female,1,img_445.bmp
446,35.2960526316,Male,1,img_446.bmp
447,25.5592105263,Male,1,img_447.bmp
448,33.7153061224,Male,1,img_448.bmp
449,30.8459183673,Male,1,img_449.bmp
453,30.4065743945,Female,1,img_453.bmp
456,29.0495867769,Female,1,img_456.bmp
457,28.2426538108,Female,1,img_457.bmp
458,32.277318641,Female,1,img_458.bmp
459,25.1763085399,Female,1,img_459.bmp
460,38.4899821464,Male,1,img_460.bmp
462,27.4058810425,Female,1,img_462.bmp
466,36.2586788336,Male,1,img_466.bmp
467,22.3130331283,Male,1,img_467.bmp
468,37.2926311728,Male,1,img_468.bmp
469,25.0877700617,Male,1,img_469.bmp
470,40.4116512346,Male,1,img_470.bmp
472,42.4924444444,Male,1,img_472.bmp
473,29.9946666667,Male,1,img_473.bmp
475,34.1457142857,Male,1,img_475.bmp
476,25.4924945185,Male,1,img_476.bmp
477,23.1210996795,Male,1,img_477.bmp
480,35.9797659195,Male,1,img_480.bmp
482,51.6911764706,Male,1,img_482.bmp
483,33.4472318339,Male,1,img_483.bmp
484,32.4933544932,Male,1,img_484.bmp
486,37.7855415211,Female,1,img_486.bmp
487,24.5606019887,Female,1,img_487.bmp
488,29.6747919144,Female,1,img_488.bmp
489,22.7785374554,Female,1,img_489.bmp
490,36.7434666667,Male,1,img_490.bmp
491,26.2453333333,Male,1,img_491.bmp
492,34.4043268221,Male,1,img_492.bmp
493,28.940978786,Male,1,img_493.bmp
496,33.7153061224,Male,1,img_496.bmp
497,29.9851020408,Male,1,img_497.bmp
498,50.9891975309,Male,1,img_498.bmp
501,23.6252888049,Male,1,img_501.bmp
502,38.0716127752,Male,1,img_502.bmp
504,44.089532872,Male,1,img_504.bmp
506,44.0731095679,Male,1,img_506.bmp
507,27.7999614198,Male,1,img_507.bmp
508,38.8380485632,Female,1,img_508.bmp
509,24.4303853865,Female,1,img_509.bmp
511,25.8401596303,Male,1,img_511.bmp
515,22.8869985297,Male,1,img_515.bmp
516,29.950295858,Male,1,img_516.bmp
517,21.6307692308,Male,1,img_517.bmp
518,37.5852082869,Male,1,img_518.bmp
519,25.0568055246,Male,1,img_519.bmp
520,34.4531075963,Male,1,img_520.bmp
522,39.8326124567,Male,1,img_522.bmp
523,31.6228373702,Male,1,img_523.bmp
524,35.8673469388,Male,1,img_524.bmp
525,24.3897959184,Male,1,img_525.bmp
526,32.979921186,Male,1,img_526.bmp
527,26.3839369488,Male,1,img_527.bmp
529,27.6311413454,Female,1,img_529.bmp
532,38.4899821464,Male,1,img_532.bmp
533,34.1668319778,Male,1,img_533.bmp
534,36.7723076923,Female,1,img_534.bmp
535,30.1166863905,Female,1,img_535.bmp
536,44.7040863177,Female,1,img_536.bmp
538,42.9525887721,Female,1,img_538.bmp
539,39.6056338028,Female,1,img_539.bmp
540,39.4540816327,Male,1,img_540.bmp
542,30.1689189189,Male,1,img_542.bmp
543,24.3918918919,Male,1,img_543.bmp
544,57.387755102,Male,1,img_544.bmp
546,38.3682334596,Male,1,img_546.bmp
548,31.2814201183,Female,1,img_548.bmp
549,22.1299408284,Female,1,img_549.bmp
552,37.2348740329,Male,1,img_552.bmp
554,51.5810650888,Female,1,img_554.bmp
556,37.4933333333,Male,1,img_556.bmp
558,24.6200554296,Female,1,img_558.bmp
559,22.1403376165,Female,1,img_559.bmp
560,40.3466483012,Female,1,img_560.bmp
563,27.0435353725,Male,1,img_563.bmp
564,32.8618421053,Male,1,img_564.bmp
565,30.3059210526,Male,1,img_565.bmp
566,34.9675605536,Female,1,img_566.bmp
567,25.0854238754,Female,1,img_567.bmp
568,24.6767346939,Male,1,img_568.bmp
570,32.7676996725,Female,1,img_570.bmp
572,28.1889062152,Male,1,img_572.bmp
574,30.2680555556,Female,1,img_574.bmp
575,20.8947222222,Female,1,img_575.bmp
576,29.7549565605,Female,1,img_576.bmp
580,41.8090397924,Female,1,img_580.bmp
581,31.7748702422,Female,1,img_581.bmp
583,34.2991180334,Male,1,img_583.bmp
584,25.6827916352,Female,1,img_584.bmp
585,22.1403376165,Female,1,img_585.bmp
587,25.0568055246,Male,1,img_587.bmp
588,30.1792929293,Female,1,img_588.bmp
589,25.983241506,Female,1,img_589.bmp
590,35.3687111111,Male,1,img_590.bmp
591,24.1207111111,Male,1,img_591.bmp
592,36.8445945946,Male,1,img_592.bmp
593,33.6351351351,Male,1,img_593.bmp
596,38.4899821464,Male,1,img_596.bmp
597,32.2144415791,Male,1,img_597.bmp
598,32.4847721067,Male,1,img_598.bmp
599,27.3167401806,Male,1,img_599.bmp
601,26.2595214844,Female,1,img_601.bmp
602,30.1285714286,Male,1,img_602.bmp
604,31.7517089844,Male,1,img_604.bmp
607,30.6634527089,Female,1,img_607.bmp
608,30.3415274911,Male,1,img_608.bmp
610,26.1891891892,Male,1,img_610.bmp
611,21.6959459459,Male,1,img_611.bmp
613,32.9188345473,Male,1,img_613.bmp
614,33.2781065089,Female,1,img_614.bmp
615,25.9569230769,Female,1,img_615.bmp
616,48.860770773,Female,1,img_616.bmp
618,32.074985122,Male,1,img_618.bmp
619,27.8912914104,Male,1,img_619.bmp
620,68.2029024456,Female,1,img_620.bmp
621,36.6519752755,Female,1,img_621.bmp
622,31.5632653061,Male,1,img_622.bmp
623,22.237755102,Male,1,img_623.bmp
625,24.7813581315,Male,1,img_625.bmp
626,49.378251821,Female,1,img_626.bmp
628,39.8326124567,Male,1,img_628.bmp
629,29.9504757785,Male,1,img_629.bmp
630,35.773964497,Female,1,img_630.bmp
633,23.9115646259,Female,1,img_633.bmp
635,29.2105263158,Male,1,img_635.bmp
636,32.074985122,Male,1,img_636.bmp
640,24.3252595156,Female,1,img_640.bmp
641,21.740700692,Female,1,img_641.bmp
643,28.2863905325,Female,1,img_643.bmp
644,32.3125538638,Female,1,img_644.bmp
645,24.2344153979,Female,1,img_645.bmp
646,43.8494096681,Female,1,img_646.bmp
648,41.7365491651,Male,1,img_648.bmp
650,35.9936,Male,1,img_650.bmp
651,27.4951111111,Male,1,img_651.bmp
653,39.3267746914,Male,1,img_653.bmp
657,38.3063265306,Male,1,img_657.bmp
658,48.5773645546,Female,1,img_658.bmp
659,36.4733700643,Female,1,img_659.bmp
660,47.5876923077,Female,1,img_660.bmp
662,32.4134542706,Female,1,img_662.bmp
663,24.6200554296,Female,1,img_663.bmp
664,33.891184573,Female,1,img_664.bmp
665,28.2426538108,Female,1,img_665.bmp
666,26.7763157895,Male,1,img_666.bmp
667,21.9078947368,Male,1,img_667.bmp
672,40.3466483012,Female,1,img_672.bmp
673,25.4990817264,Female,1,img_673.bmp
675,28.8153263533,Male,1,img_675.bmp
676,45.462804999,Male,1,img_676.bmp
679,29.5337465565,Male,1,img_679.bmp
680,39.5285467128,Male,1,img_680.bmp
682,31.0900104058,Female,1,img_682.bmp
683,26.517950052,Female,1,img_683.bmp
684,38.3505256893,Male,1,img_684.bmp
685,23.7075976989,Male,1,img_685.bmp
686,32.3537146614,Male,1,img_686.bmp
688,60.5199724518,Male,1,img_688.bmp
689,38.7327823691,Male,1,img_689.bmp
691,46.5893491124,Female,1,img_691.bmp
694,30.1792929293,Female,1,img_694.bmp
696,33.610887574,Female,1,img_696.bmp
697,26.289704142,Female,1,img_697.bmp
698,38.0082179931,Male,1,img_698.bmp
699,28.8862456747,Male,1,img_699.bmp
700,38.7431111111,Male,1,img_700.bmp
701,34.9937777778,Male,1,img_701.bmp
704,42.564453125,Female,1,img_704.bmp
707,30.5121527778,Male,1,img_707.bmp
708,33.610887574,Female,1,img_708.bmp
711,25.7243385251,Male,1,img_711.bmp
712,48.5475607039,Female,1,img_712.bmp
713,21.924704834,Female,1,img_713.bmp
714,37.9321563182,Male,1,img_714.bmp
715,29.285855981,Male,1,img_715.bmp
716,47.8903546713,Male,1,img_716.bmp
717,31.9269031142,Male,1,img_717.bmp
719,23.6724489796,Male,1,img_719.bmp
720,32.9979591837,Male,1,img_720.bmp
721,28.693877551,Male,1,img_721.bmp
722,38.2567085757,Male,1,img_722.bmp
724,33.2230623819,Female,1,img_724.bmp
726,22.629112426,Female,1,img_726.bmp
727,19.9668639053,Female,1,img_727.bmp
728,32.839100346,Female,1,img_728.bmp
730,38.7885742188,Female,1,img_730.bmp
733,26.6228558699,Female,1,img_733.bmp
736,35.2584876543,Male,1,img_736.bmp
737,24.4097222222,Male,1,img_737.bmp
740,49.6131064902,Male,1,img_740.bmp
743,33.891184573,Female,1,img_743.bmp
744,34.0789473684,Male,1,img_744.bmp
746,37.7290298367,Male,1,img_746.bmp
747,26.5158566335,Male,1,img_747.bmp
748,32.3203227622,Male,1,img_748.bmp
749,22.6901857759,Male,1,img_749.bmp
750,37.6528040328,Male,1,img_750.bmp
751,23.9206049149,Male,1,img_751.bmp
752,39.5285467128,Male,1,img_752.bmp
753,31.9269031142,Male,1,img_753.bmp
755,33.2963867188,Female,1,img_755.bmp
760,31.1476124885,Female,1,img_760.bmp
762,36.0191579416,Male,1,img_762.bmp
763,27.5624860771,Male,1,img_763.bmp
764,29.4112244898,Male,1,img_764.bmp
765,25.8244897959,Male,1,img_765.bmp
766,52.4186095358,Female,1,img_766.bmp
767,45.7739970594,Female,1,img_767.bmp
768,43.0663844954,Female,1,img_768.bmp
776,21.663877551,Male,1,img_776.bmp
777,18.6510204082,Male,1,img_777.bmp
778,33.6700824237,Female,1,img_778.bmp
779,25.0568055246,Female,1,img_779.bmp
780,29.088636841,Female,1,img_780.bmp
782,47.4633487654,Male,1,img_782.bmp
783,40.8184799383,Male,1,img_783.bmp
784,33.9023919753,Male,1,img_784.bmp
785,23.0536265432,Male,1,img_785.bmp
787,20.1170655567,Female,1,img_787.bmp
788,40.2887110727,Female,1,img_788.bmp
789,27.365916955,Female,1,img_789.bmp
790,36.7501929012,Male,1,img_790.bmp
791,30.9189814815,Male,1,img_791.bmp
793,27.1940091252,Male,1,img_793.bmp
794,34.4326530612,Male,1,img_794.bmp
796,40.6828703704,Male,1,img_796.bmp
798,27.6895918367,Male,1,img_798.bmp
799,24.1028571429,Male,1,img_799.bmp
800,40.6828703704,Male,1,img_800.bmp
801,21.6975308642,Male,1,img_801.bmp
802,29.5316110061,Male,1,img_802.bmp
804,26.7763157895,Male,1,img_804.bmp
805,23.125,Male,1,img_805.bmp
806,41.5547006943,Male,1,img_806.bmp
807,32.979921186,Male,1,img_807.bmp
809,29.3697777778,Male,1,img_809.bmp
810,45.5743243243,Male,1,img_810.bmp
811,25.6756756757,Male,1,img_811.bmp
813,25.7658179012,Female,1,img_813.bmp
814,36.3119834711,Male,1,img_814.bmp
815,26.6287878788,Male,1,img_815.bmp
817,24.0283203125,Female,1,img_817.bmp
819,24.8996458087,Male,1,img_819.bmp
823,22.1487082546,Male,1,img_823.bmp
825,26.4560946746,Male,1,img_825.bmp
826,44.9890738814,Female,1,img_826.bmp
827,35.8449531738,Female,1,img_827.bmp
831,24.2079889807,Female,1,img_831.bmp
834,40.1714285714,Male,1,img_834.bmp
835,35.15,Male,1,img_835.bmp
836,54.7697368421,Male,1,img_836.bmp
837,30.4276315789,Male,1,img_837.bmp
839,29.4112244898,Female,1,img_839.bmp
843,20.9709755442,Female,1,img_843.bmp
844,44.7040863177,Female,1,img_844.bmp
849,33.4695496925,Male,1,img_849.bmp
850,27.0926709735,Female,1,img_850.bmp
851,20.8284695923,Female,1,img_851.bmp
852,35.6183148808,Male,1,img_852.bmp
854,34.1671983487,Male,1,img_854.bmp
855,26.1200975793,Male,1,img_855.bmp
856,50.853587963,Male,1,img_856.bmp
857,34.5804398148,Male,1,img_857.bmp
858,27.4609375,Female,1,img_858.bmp
859,21.4538574219,Female,1,img_859.bmp
864,42.5342194009,Male,1,img_864.bmp
865,32.074985122,Male,1,img_865.bmp
868,44.7040863177,Female,1,img_868.bmp
869,31.4703856749,Female,1,img_869.bmp
870,39.5285467128,Male,1,img_870.bmp
871,28.1260813149,Male,1,img_871.bmp
872,35.8673469388,Male,1,img_872.bmp
874,30.4651045603,Female,1,img_874.bmp
876,37.072265625,Female,1,img_876.bmp
877,31.7517089844,Female,1,img_877.bmp
878,41.5976331361,Male,1,img_878.bmp
880,34.2073961938,Male,1,img_880.bmp
881,30.7106401384,Male,1,img_881.bmp
882,31.8693333333,Male,1,img_882.bmp
883,25.6204444444,Male,1,img_883.bmp
886,28.5885736957,Male,1,img_886.bmp
887,22.3130331283,Male,1,img_887.bmp
888,34.9229226999,Female,1,img_888.bmp
889,23.9605702829,Female,1,img_889.bmp
892,38.0082179931,Female,1,img_892.bmp
893,27.365916955,Female,1,img_893.bmp
894,39.4540816327,Female,1,img_894.bmp
895,35.15,Female,1,img_895.bmp
896,42.5965693918,Female,1,img_896.bmp
899,21.4644168962,Female,1,img_899.bmp
900,40.9012812434,Male,1,img_900.bmp
901,31.3035076665,Male,1,img_901.bmp
902,40.2665088757,Female,1,img_902.bmp
905,24.0283203125,Female,1,img_905.bmp
907,22.4569444444,Female,1,img_907.bmp
908,34.1668319778,Male,1,img_908.bmp
909,24.4048799841,Male,1,img_909.bmp
910,51.3655832703,Female,1,img_910.bmp
912,43.536199599,Male,1,img_912.bmp
914,31.0651855469,Female,1,img_914.bmp
915,27.4609375,Female,1,img_915.bmp
916,32.5462962963,Male,1,img_916.bmp
919,26.6057525952,Male,1,img_919.bmp
920,39.0478079746,Male,1,img_920.bmp
921,24.4048799841,Male,1,img_921.bmp
923,29.285855981,Male,1,img_923.bmp
924,31.5278407659,Female,1,img_924.bmp
925,26.5684051398,Female,1,img_925.bmp
926,35.1426170972,Male,1,img_926.bmp
931,25.0647401013,Male,1,img_931.bmp
933,24.3693755739,Female,1,img_933.bmp
935,23.4010560147,Female,1,img_935.bmp
939,22.8513513514,Male,1,img_939.bmp
940,25.0647401013,Male,1,img_940.bmp
941,21.7667479827,Male,1,img_941.bmp
945,28.0550304558,Female,1,img_945.bmp
947,34.9229226999,Female,1,img_947.bmp
949,29.0223306436,Male,1,img_949.bmp
952,27.6325683594,Female,1,img_952.bmp
955,27.3945176028,Female,1,img_955.bmp
958,29.1560570988,Male,1,img_958.bmp
959,25.0877700617,Male,1,img_959.bmp
962,25.0149219467,Male,1,img_962.bmp
963,20.9802571166,Male,1,img_963.bmp
964,32.7722674073,Male,1,img_964.bmp
965,29.9831382662,Male,1,img_965.bmp
966,41.5346679688,Female,1,img_966.bmp
971,30.9964726631,Female,1,img_971.bmp
973,24.4429327286,Female,1,img_973.bmp
974,40.2341311134,Female,1,img_974.bmp
977,26.6224852071,Female,1,img_977.bmp
979,25.3940816327,Male,1,img_979.bmp
982,40.2341311134,Female,1,img_982.bmp
983,27.4323621228,Female,1,img_983.bmp
984,62.4091836735,Male,1,img_984.bmp
986,37.3020408163,Male,1,img_986.bmp
987,26.5418367347,Male,1,img_987.bmp
988,44.2806752331,Female,1,img_988.bmp
989,35.4245401864,Female,1,img_989.bmp
990,32.4461538462,Female,1,img_990.bmp
991,24.459408284,Female,1,img_991.bmp
992,40.1714285714,Male,1,img_992.bmp
994,34.698117539,Female,1,img_994.bmp
995,26.6287878788,Female,1,img_995.bmp
997,26.4967268399,Male,1,img_997.bmp
999,33.9829101562,Female,1,img_999.bmp
1000,42.2408267906,Male,1,img_1000.bmp
1001,36.045505528,Male,1,img_1001.bmp
1002,31.1667387543,Male,1,img_1002.bmp
1003,23.5650951557,Male,1,img_1003.bmp
1004,43.22298953,Female,1,img_1004.bmp
1005,29.1285364224,Female,1,img_1005.bmp
1006,29.285855981,Male,1,img_1006.bmp
1007,22.3130331283,Male,1,img_1007.bmp
1011,29.5628858025,Male,1,img_1011.bmp
1012,40.7631825859,Male,1,img_1012.bmp
1014,38.7327823691,Female,1,img_1014.bmp
